time,titles,tags
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=9, tm_hour=19, tm_min=56, tm_sec=0, tm_wday=5, tm_yday=69, tm_isdst=-1)",«Маленькое чудо с тоненьким полосатым хвостиком». У пары лемуров из Иркутской зоогалереи родился малыш,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=9, tm_hour=19, tm_min=30, tm_sec=0, tm_wday=5, tm_yday=69, tm_isdst=-1)","«Молюсь за всех». Как живет Агафья Лыкова, последняя оставшаяся в живых из семьи отшельников","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=9, tm_hour=19, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=69, tm_isdst=-1)","«Мужчины хотят 18 раз в день, а женщины — 14»: врач честно и понятно ответил на стыдные вопросы о сексе","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=9, tm_hour=18, tm_min=20, tm_sec=9, tm_wday=5, tm_yday=69, tm_isdst=-1)",«Я покровитель Сибири». Как простой мальчик Сергей Зверев из Култука стал королем гламура и самым эпатажным шоуменом России,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=9, tm_hour=18, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=69, tm_isdst=-1)","Проблемы с наркотиками, развод родителей, концерт с Bon Jovi: как выглядят и чем занимаются дочки российских звезд","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=9, tm_hour=17, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=69, tm_isdst=-1)",Точила ноготочки и мечтала петь: как девушка из Волгограда прошла кастинг у французского режиссера и стала знаменитой порнозвездой,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=9, tm_hour=16, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=69, tm_isdst=-1)",Угадайте советский фильм по кадру: смотрим кино о космосе,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=9, tm_hour=15, tm_min=30, tm_sec=0, tm_wday=5, tm_yday=69, tm_isdst=-1)","«Это не цацки». История переводчицы, которая работала на армию, а потом начала создавать необычные украшения","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=9, tm_hour=15, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=69, tm_isdst=-1)","Укол раз в неделю: звезды шоу-бизнеса худеют на лекарстве для диабетиков. Разбираемся с врачом, для кого это опасно","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=9, tm_hour=13, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=69, tm_isdst=-1)","Не только из СНГ, но и из Ирака и Судана. Почему всё больше иностранцев едет лечиться в Россию и как это устроено","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=9, tm_hour=12, tm_min=30, tm_sec=0, tm_wday=5, tm_yday=69, tm_isdst=-1)","Сказал, что в горящем доме жена, и упал без чувств. Семейная пара погибла на пожаре под Иркутском","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=9, tm_hour=12, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=69, tm_isdst=-1)","Что делать на Масленицу, чтобы привлечь в дом деньги и удачу: 8 народных способов","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=9, tm_hour=11, tm_min=40, tm_sec=48, tm_wday=5, tm_yday=69, tm_isdst=-1)","Улица утраченных деревянных домов. Смотрим, что поменялось на Дзержинского в Иркутске за сто лет","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=9, tm_hour=11, tm_min=30, tm_sec=0, tm_wday=5, tm_yday=69, tm_isdst=-1)","«Он взвизгивал и дышал». Тайна гуманоида Алешеньки так и не раскрыта. Что рассказывает следователь, который хранил в холодильнике его тело","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=9, tm_hour=10, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=69, tm_isdst=-1)","«Первый миллион потратил быстро». Блогер Женя Ершов рассказал о новом шоу на ТНТ, съемках с Бузовой и планах побывать на Байкале","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=9, tm_hour=10, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=69, tm_isdst=-1)","Впали в детство: зачем взрослые начинают сосать пустышки, носить подгузники и пить молоко из бутылочки","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=9, tm_hour=8, tm_min=51, tm_sec=36, tm_wday=5, tm_yday=69, tm_isdst=-1)",Ростовскую область массово атаковали беспилотники: видео взрывов,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=9, tm_hour=8, tm_min=15, tm_sec=0, tm_wday=5, tm_yday=69, tm_isdst=-1)",Домашняя пюрешка с тефтелей за 140 рублей — реально? Журналисты проверили одну из лучших столовых в центре Иркутска,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=9, tm_hour=0, tm_min=5, tm_sec=18, tm_wday=5, tm_yday=69, tm_isdst=-1)","Кто-то сломал шею, у кого-то сотрясение мозга. Что известно о завале лыжниц в горах Сочи к этому часу","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=19, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=68, tm_isdst=-1)","Стали похожи на кинозвезд: как изменились красотки разных возрастов после того, как с ними поработали визажисты","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=19, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=68, tm_isdst=-1)","Невиновна: история женщины, которая 20 лет отсидела в тюрьме за убийство своих четверых детей","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=18, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=68, tm_isdst=-1)","Девчонки, это идеал! Как звезда турецких сериалов Бурак Озчивит разбил тысячи женских сердец","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=17, tm_min=40, tm_sec=0, tm_wday=4, tm_yday=68, tm_isdst=-1)",Посольство США опубликовало информацию о возможных терактах в Москве,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=17, tm_min=30, tm_sec=0, tm_wday=4, tm_yday=68, tm_isdst=-1)",Элитный «плавучий отель» построят в Иркутске. Его будут использовать для круизов на Байкале,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=17, tm_min=30, tm_sec=0, tm_wday=4, tm_yday=68, tm_isdst=-1)","О нём пела София Ротару в 80-е. История старейшего в стране магазина цветов, где живет призрак","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=17, tm_min=22, tm_sec=16, tm_wday=4, tm_yday=68, tm_isdst=-1)",Путин поздравил россиянок с 8 Марта,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=17, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=68, tm_isdst=-1)","В какое время суток запрещено есть рыбу, салаты и творог. 8 важных правил питания от гастроэнтеролога, чтобы быть здоровым и не толстеть","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=16, tm_min=30, tm_sec=1, tm_wday=4, tm_yday=68, tm_isdst=-1)",От домохозяйки до миллиардерши в СИЗО: история взлета и падения главной инфоцыганки страны Елены Блиновской,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=16, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=68, tm_isdst=-1)","Портреты этих знаменитых женщин видел каждый. Но спорим, вы не знаете, как их зовут?","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=15, tm_min=30, tm_sec=0, tm_wday=4, tm_yday=68, tm_isdst=-1)",Операция на груди Семенович и импланты корейцев для Бони: кто из звезд лег под нож и как изменилась их внешность,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=15, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=68, tm_isdst=-1)",Тот самый медиатор: актер Андрей Бурковский уехал из России — за что его успели полюбить зрители и чем он занят в США,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=14, tm_min=30, tm_sec=0, tm_wday=4, tm_yday=68, tm_isdst=-1)","Кому-то рай, кому-то вонючая деревня: «понаехи» со всей России рассказали, что их бесит в Сочи","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=13, tm_min=55, tm_sec=0, tm_wday=4, tm_yday=68, tm_isdst=-1)",Сможете вспомнить женщин-героинь на улицах Иркутска? Тест «ИрСити» к празднику не слабой половины человечества,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=13, tm_min=34, tm_sec=0, tm_wday=4, tm_yday=68, tm_isdst=-1)",До Марата не доедете. В Иркутске на год изменят маршрут троллейбуса № 3,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=13, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=68, tm_isdst=-1)","«А ты еще не поняла, маньяк я или нет?»: как журналистка месяц искала любовь на сайте знакомств","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=12, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=68, tm_isdst=-1)",Главные красавчики страны по мнению наших читательниц: очень горячая команда,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=10, tm_min=57, tm_sec=0, tm_wday=4, tm_yday=68, tm_isdst=-1)","Работодатели оторвут с руками. Узнали, какие специальности востребованы в Иркутской области","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=10, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=68, tm_isdst=-1)",Льготником быть не обязательно: как каждый месяц получать от государства больше 1000 рублей,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=9, tm_min=30, tm_sec=0, tm_wday=4, tm_yday=68, tm_isdst=-1)",«Они воюют с вдовой». Жена погибшего офицера из Тюмени пытается забрать орден Мужества у свекрови,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=9, tm_min=8, tm_sec=0, tm_wday=4, tm_yday=68, tm_isdst=-1)",Лучшие друзья девушек — бриллианты? Аналитики рассказали о самых желанных подарках на 8 Марта,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=9, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=68, tm_isdst=-1)",«Кольцо целомудрия» надежнее презерватива. Как молодежи будут прививать субкультуру воздержания до брака,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=8, tm_hour=8, tm_min=15, tm_sec=0, tm_wday=4, tm_yday=68, tm_isdst=-1)","«Баба, я так люблю твой дом!» История особняка на улице Николаева, ставшего семейным гнездом","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=22, tm_min=17, tm_sec=0, tm_wday=3, tm_yday=67, tm_isdst=-1)",Считал дело сфабрикованным. Экс-сотрудника ГУФСИН по Иркутской области сурово наказали за крупную взятку,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=21, tm_min=27, tm_sec=34, tm_wday=3, tm_yday=67, tm_isdst=-1)",Фигуристку Камилу Валиеву исключили из сборной,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=19, tm_min=46, tm_sec=0, tm_wday=3, tm_yday=67, tm_isdst=-1)",Запрыгнуть в последний вагон! Десятки иркутян штурмуют магазины косметики и украшений накануне 8 Марта,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=19, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=67, tm_isdst=-1)",Ляйсан Утяшева и Павел Воля показали свою дочь Софию в шоу на ТВ — взгляните на нее,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=17, tm_min=56, tm_sec=0, tm_wday=3, tm_yday=67, tm_isdst=-1)",«Все за тюльпанами подешевле?» Иркутск накануне 8 марта встрял в 10-балльные пробки,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=17, tm_min=31, tm_sec=46, tm_wday=3, tm_yday=67, tm_isdst=-1)",Организаторы подвели итоги Всемирного фестиваля молодежи,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=17, tm_min=30, tm_sec=0, tm_wday=3, tm_yday=67, tm_isdst=-1)","«Я закодируюсь»: чем закончилась история с сибиряком, который привел живую лошадь в квартиру на пятом этаже","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=17, tm_min=14, tm_sec=0, tm_wday=3, tm_yday=67, tm_isdst=-1)",Чтобы троллейбусам не мешали. В Иркутске на улице Свердлова запретят парковку,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=17, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=67, tm_isdst=-1)","«Меняют внешность до неузнаваемости, до инвалидности»: в какие мифы о косметологии еще верят женщины","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=16, tm_min=28, tm_sec=0, tm_wday=3, tm_yday=67, tm_isdst=-1)",«Спрос охренительный». Иркутяне атакуют цветочные магазины накануне 8 марта,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=16, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=67, tm_isdst=-1)",Тест на киномана: только избранный продолжит эти 10 фраз за героями Андрея Миронова,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=15, tm_min=29, tm_sec=4, tm_wday=3, tm_yday=67, tm_isdst=-1)",В России повысят пенсии с 1 апреля. Но не все станут получать больше,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=15, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=67, tm_isdst=-1)","Гребут деньги лопатами? Рассказываем, сколько сейчас зарабатывают звезды на концертах в России","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=14, tm_min=57, tm_sec=0, tm_wday=3, tm_yday=67, tm_isdst=-1)","Хмуро, чуть снежно, но тепло. Синоптики рассказали о погоде в Иркутске на ближайшие дни","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=14, tm_min=11, tm_sec=0, tm_wday=3, tm_yday=67, tm_isdst=-1)",В Иркутске горит двухэтажный деревянный дом на улице Декабрьских Событий — фото и видео,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=13, tm_min=30, tm_sec=0, tm_wday=3, tm_yday=67, tm_isdst=-1)",«Просьба вынести мертвых косуль на центральную аллею». Почему в России массово гибнут животные и их никто не спасает,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=13, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=67, tm_isdst=-1)","«Она в полицию звонила, звала на помощь»: в Челябинске участник СВО убил бывшую жену, пока ехал наряд","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=12, tm_min=40, tm_sec=38, tm_wday=3, tm_yday=67, tm_isdst=-1)",На избирательный участок в концертном платье. Долина пойдёт на выборы президента в Братске,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=12, tm_min=33, tm_sec=0, tm_wday=3, tm_yday=67, tm_isdst=-1)","Восьмомартовский стендап, рок-концерт и кошачья викторина. Как провести длинные мартовские выходные в Иркутске","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=11, tm_min=30, tm_sec=0, tm_wday=3, tm_yday=67, tm_isdst=-1)","«Врачи ревели»: работницы птицефабрики в Пермском крае нашли в печи кошек — несколько погибли, выживших сейчас спасают","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=11, tm_min=12, tm_sec=0, tm_wday=3, tm_yday=67, tm_isdst=-1)","«Я вас запомнила, оглядывайтесь». Иркутяне негодуют — на Глазковском мосту притерлись две иномарки, движение встало","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=11, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=67, tm_isdst=-1)","«У нас ЧП. Ваш сын утонул». Супруги из Тольятти добиваются наказания тренера, под присмотром которого погиб их ребенок","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=10, tm_min=35, tm_sec=0, tm_wday=3, tm_yday=67, tm_isdst=-1)",Иркутянин Владимир Горячев погиб на Украине. Его семье вручили орден Мужества,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=10, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=67, tm_isdst=-1)","Свобода по контракту: в Уголовный кодекс хотят внести поблажки для преступников, которые готовы пойти служить","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=9, tm_min=17, tm_sec=0, tm_wday=3, tm_yday=67, tm_isdst=-1)",Спектакль «Маленький принц» (6+) с Сергеем Безруковым в Иркутске покажут дважды. Узнали цены на билеты,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=9, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=67, tm_isdst=-1)",«Попытка пересадить экономику на китайскую иглу». К чему в России привело двухлетие «технологического суверенитета»,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=7, tm_min=45, tm_sec=46, tm_wday=3, tm_yday=67, tm_isdst=-1)","«Можно даже не искать, нет нигде». Как «Янта» компенсирует дефицит молочки и когда поставки возобновятся","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=3, tm_min=30, tm_sec=30, tm_wday=3, tm_yday=67, tm_isdst=-1)","Скончался известный режиссер, прославившийся спектаклями «Война и мир» и «Маскарад»","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=7, tm_hour=0, tm_min=50, tm_sec=45, tm_wday=3, tm_yday=67, tm_isdst=-1)","«Чем раньше появляется первый, тем быстрее второй»: девушкам в России назвали возраст, когда рожать","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=6, tm_hour=22, tm_min=18, tm_sec=0, tm_wday=2, tm_yday=66, tm_isdst=-1)","«Я не подумала». Блогерша получила уголовное дело за то, что «пощекотала» Родину-мать — вся история в одном видео","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=6, tm_hour=21, tm_min=9, tm_sec=22, tm_wday=2, tm_yday=66, tm_isdst=-1)",«Не собираются нормальные люди возвращаться»: Алла Пугачева жестко прошлась по Стасу Михайлову,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=6, tm_hour=20, tm_min=4, tm_sec=0, tm_wday=2, tm_yday=66, tm_isdst=-1)","В Иркутске планируют построить футбольный манеж на 3 тысячи мест. Рассказываем, что известно о проекте","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=6, tm_hour=19, tm_min=1, tm_sec=0, tm_wday=2, tm_yday=66, tm_isdst=-1)",Колония или служба: в России предложили обнулять преступления при заключении контракта с Минобороны,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=6, tm_hour=18, tm_min=40, tm_sec=0, tm_wday=2, tm_yday=66, tm_isdst=-1)","В Кремле назвали обстоятельства, при которых Россия применит ядерное оружие","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=6, tm_hour=17, tm_min=38, tm_sec=0, tm_wday=2, tm_yday=66, tm_isdst=-1)",На Ольхоне заасфальтируют дорогу от Хужира до Харанцов. Когда начнутся работы?,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=6, tm_hour=17, tm_min=33, tm_sec=0, tm_wday=2, tm_yday=66, tm_isdst=-1)",Крупный банк открыл 9 новых офисов в России,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=6, tm_hour=17, tm_min=30, tm_sec=0, tm_wday=2, tm_yday=66, tm_isdst=-1)","Красотка требует сурового приговора для бывшего офицера ФСБ — история любви, долга в 2,5 млн рублей и аварии","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=6, tm_hour=17, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=66, tm_isdst=-1)",Они же одинаковые! У кого из российских звезд есть не менее известные двойники: фото,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=6, tm_hour=16, tm_min=47, tm_sec=0, tm_wday=2, tm_yday=66, tm_isdst=-1)",Мэрия запретит парковку на Карла Либкнехта неподалеку от Центрального рынка из-за междугородних автобусов,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
